"id","user_id","activity_id","type","name","description","plan","price","professor","date","time","address","color","image","icon","select_access","status","created_at","updated_at"
"180","798","18","3","Seminario y Graduación","Seminario y graduación con Bruno Zancaner. Cinturón negro 3º grado. Profesor de la Roger Gracie HQ de Londres.",NULL,NULL,,NULL,NULL,"C/ Polifemo 3, 29004 Málaga","#000000","28474148111935.png",NULL,"183","a","2025-03-18 07:12:47","2025-03-18 08:12:47"
"181","6591","53","1","JIU-JITSU","Clases de Jiu Jitsu para todos los niveles. Profesor Rafael Pousada cinturón negro 3º grado.",NULL,NULL,"Rafael Pousada",NULL,NULL,"Calle Esla, 13, Jerez de la Frontera, España","#000000","61921593352024.jpg",NULL,"184","a","2025-02-27 23:30:13","2025-02-28 00:30:13"
"182","6591","64","1","NO GI","Clases de Grappling para todos los niveles. Profesor Rafael Pousada cinturón negro 3º grado.",NULL,NULL,"Rafael Pousada",NULL,NULL,"Calle Esla, 13, Jerez de la Frontera, España","#000000","15995938496525.jpg",NULL,"185","a","2025-02-27 23:18:35","2025-02-28 00:18:35"
"183","6591","53","1","OPEN MAT","OPEN MAT",NULL,NULL,"Rafael Pousada",NULL,NULL,"Calle Esla, 13, Jerez de la Frontera, España","#000000","41878250198423.jpg",NULL,"186","a","2025-03-13 22:40:14","2025-03-13 23:40:14"
"184","6591","0","1","MMA","Tiro porrada e bomba",NULL,NULL,"Rafael Pousada Monteiro",NULL,NULL,"Cl. Esla n.13.","#000000","89729612346247.png",NULL,"187","a","2025-03-13 22:45:09","2025-03-13 22:45:09"
"185","6591","20","1","JUDO","Profesor 2° Dan Rafael Pousada Club Judo Jerez",NULL,NULL,"Rafael Pousada",NULL,NULL,"Cl. Esla n.13.","#000000","33556393088170.jpg",NULL,"188","a","2025-02-27 22:44:13","2025-02-27 23:44:13"
"186","6591","0","1","GRAPPLING POLICIAL","Profesor Grappling Policial Rafael Pousada.",NULL,NULL,"Rafael Pousada",NULL,NULL,"Cl. Esla, N 13, Jerez de la Frontera.","#000000","45232139898036.jpg",NULL,"189","a","2025-03-18 07:51:53","2025-03-18 07:51:53"
"187","4880","18","1","Clases privadas","Clases privadas para uno o dos alumnos",NULL,NULL,"Ismael",NULL,NULL,"Calle huerta","#000000",NULL,NULL,"190","a","2025-02-28 21:37:50","2025-02-28 21:37:50"
"190","798","18","2","Seminario mestre Eduardo","Seminario mestre Eduardo Henriques da Silva.",NULL,NULL,,NULL,NULL,"C/ Polifemo 3, 29004 Malaga","#000000","51423915194662.jpeg",NULL,"193","a","2025-06-16 22:32:35","2025-06-16 22:32:35"
"191","798","18","2","Seminario Bruno Rocha","Seminario Profesor Bruno Rocha, Gracie Barra Joinville, Brasil.",NULL,NULL,,NULL,NULL,"Calle Polifemo 3, 29004 Malaga","#000000","73821490089497.png",NULL,"194","a","2025-11-04 21:15:29","2025-11-04 21:15:29"
"192","798","18","2","Graduación 6 Junio","Graduación 6 Junio 2026",NULL,NULL,,NULL,NULL,"C/ Polifemo 3, 29004 Málaga","#000000","92404477425455.jpeg",NULL,"195","a","2026-04-18 12:25:14","2026-04-18 14:25:14"
"193","8504","53","1","Bjj","Bjj",NULL,NULL,,NULL,NULL,"190 Kensal Road, London, UK","#000000",NULL,NULL,"196","a","2026-06-08 06:58:13","2026-06-08 06:58:13"
